make,model,year,mileage_km,engine_cc,auction_grade,winning_bid_jpy,auction_date
Nissan,GT-R R35,2024,1000,3800,4.8,6181527,2024-01-04
Subaru,Outback,2023,13962,2500,5.2,1070326,2024-11-16
Honda,NSX,2015,79151,3500,3.6,500000,2025-01-19
Subaru,Forester,2015,78771,2500,2.6,500000,2025-06-26
Porsche,911 Carrera,2024,3830,3800,4.8,7011783,2024-03-23
Mazda,RX-7,2022,30564,2500,4.2,2050695,2025-04-04
Nissan,X-Trail,2024,4824,1500,4.8,1775941,2024-01-12
Lexus,GX 460,2023,5971,2500,5.2,8262685,2024-05-25
Lexus,NX,2018,67862,2500,4.0,2658656,2025-03-02
Subaru,Outback,2017,76935,2000,2.9,500000,2025-05-24
Mazda,RX-7,2023,9986,2000,4.4,3162642,2024-08-06
Porsche,Macan,2020,53990,2500,3.9,4210813,2024-05-04
Toyota,Land Cruiser,2022,30130,3500,3.7,1534361,2024-01-18
Mitsubishi,Pajero,2019,75664,2500,2.8,815614,2024-03-15
Porsche,911 Carrera,2023,15888,3800,5.3,8486399,2024-08-25
Subaru,WRX STI,2017,94080,2500,2.8,733278,2024-04-10
Mazda,RX-7,2019,50328,2000,4.4,1715642,2023-11-29
Porsche,Macan,2018,62802,1500,2.5,2195613,2023-12-20
Mazda,CX-9,2023,15971,2500,5.0,2615431,2023-11-21
Porsche,Macan,2022,24506,2500,5.5,3662467,2024-05-07
Toyota,Land Cruiser,2022,32622,3500,3.9,3427312,2025-08-06
Nissan,GT-R R35,2019,47701,3000,4.1,4009253,2023-10-26
Toyota,Land Cruiser 300,2018,55274,3500,2.9,1471398,2024-03-01
Mitsubishi,Pajero,2021,29727,2500,4.7,1537793,2023-12-04
Porsche,911 Carrera,2023,10517,3500,4.8,4806021,2024-03-21
Honda,CR-V,2020,57022,2000,4.2,1511599,2024-10-20
Porsche,Cayenne,2021,47709,2000,4.4,3963667,2023-11-25
Nissan,X-Trail,2022,32452,2000,3.8,626060,2024-12-08
Honda,NSX,2018,60817,3500,3.0,1075199,2024-12-30
Mazda,CX-9,2020,37476,2000,4.0,1285398,2024-10-11
Toyota,Land Cruiser 300,2024,1000,3500,5.2,6284723,2025-03-22
Porsche,Macan,2017,96617,2500,2.5,1750056,2024-09-15
Porsche,Cayenne,2022,20742,2500,4.6,7027600,2024-09-18
Nissan,X-Trail,2016,102251,2500,2.6,500000,2024-07-09
Lexus,LX 570,2022,25471,4500,4.3,6610191,2025-09-14
Toyota,Land Cruiser 300,2024,1000,3500,5.3,4857339,2025-06-24
Subaru,WRX STI,2024,3819,2500,5.0,3224726,2024-02-29
Porsche,911 Carrera,2019,73354,3500,2.5,1592450,2024-04-18
Lexus,LX 570,2022,12969,3500,4.9,4781433,2024-08-04
Subaru,Forester,2020,55332,1500,4.3,1197828,2024-06-30
Mazda,CX-5,2023,9039,2000,4.1,1073101,2024-03-22
Subaru,Forester,2022,21285,3000,4.7,1666833,2024-12-24
Mazda,CX-9,2015,89606,1500,2.6,500000,2024-04-10
Subaru,WRX STI,2024,1000,2500,4.9,2642973,2024-11-26
Nissan,Patrol,2022,28511,4500,5.3,1823529,2025-01-05
Mazda,CX-5,2021,38834,2500,4.2,659734,2024-09-07
Honda,Accord,2020,37678,3000,3.6,769667,2024-04-10
Toyota,Land Cruiser 200,2018,82074,3500,2.7,1277795,2024-03-08
Porsche,Macan,2016,115493,2000,2.5,893182,2024-11-16
Subaru,Outback,2024,1031,1500,4.4,806921,2023-10-16
Mitsubishi,Pajero,2016,97530,2000,2.7,500000,2025-03-11
Nissan,X-Trail,2022,25745,2000,5.5,1876241,2025-04-09
Nissan,Patrol,2023,16812,4500,4.3,1122782,2024-11-28
Subaru,Forester,2023,11325,2000,5.4,1549976,2025-06-07
Mitsubishi,Lancer Evolution,2022,13680,2000,5.3,2488865,2024-10-03
Honda,NSX,2024,4421,3500,5.3,3737564,2024-01-12
Nissan,GT-R R35,2019,67026,3500,3.4,3134056,2024-04-16
Porsche,Cayenne,2023,13546,2000,4.4,7529817,2025-05-10
Mitsubishi,Outlander,2023,6132,2500,4.2,1548991,2025-01-23
Toyota,Land Cruiser 300,2019,48405,3500,4.0,2908544,2023-12-03
Mazda,CX-5,2017,73205,3000,2.6,500000,2025-10-04
Porsche,Macan,2019,71703,2500,3.7,3751781,2025-01-23
Toyota,Land Cruiser 300,2020,49716,3500,3.5,3048186,2024-03-18
Porsche,Macan,2023,12017,2500,4.9,7164636,2024-08-14
Mitsubishi,Lancer Evolution,2020,44499,2000,3.7,531340,2024-10-18
Nissan,GT-R R35,2019,62619,3800,3.9,3986364,2025-02-19
Mazda,CX-5,2020,55544,2000,3.9,1237223,2023-10-07
Honda,NSX,2022,21105,3000,4.0,2472644,2025-01-27
Subaru,Outback,2019,58722,2000,3.5,500000,2023-11-14
Lexus,NX,2022,17770,2000,4.5,5267635,2024-09-20
Mitsubishi,Lancer Evolution,2016,92139,2000,2.9,500000,2024-01-14
Toyota,Land Cruiser,2023,8833,4500,5.2,5578275,2023-11-25
Subaru,Outback,2019,54426,2500,4.2,841288,2023-12-23
Lexus,GX 460,2019,74130,1500,2.6,2213014,2025-02-03
Porsche,911 Carrera,2017,98075,3500,3.0,1974848,2023-11-26
Toyota,Land Cruiser 200,2022,32085,3500,4.0,1687470,2024-05-16
Toyota,Land Cruiser,2021,24615,4500,4.4,1636386,2024-05-31
Mazda,CX-9,2022,23476,1500,5.5,1756135,2023-10-08
Subaru,Forester,2015,98908,2500,3.9,500000,2025-03-24
Porsche,911 Carrera,2023,8994,3500,5.3,5001168,2024-01-22
Subaru,Outback,2019,42976,3000,4.1,1361301,2025-01-22
Porsche,911 Carrera,2022,25735,3000,5.5,6904379,2024-08-24
Toyota,Prado,2021,39791,2000,3.6,559547,2025-03-25
Mazda,CX-9,2019,48025,2000,4.4,500000,2025-01-03
Toyota,Land Cruiser 200,2024,1000,5700,4.3,5089447,2025-09-17
Mazda,RX-7,2024,1000,2500,4.9,3508366,2024-08-09
Honda,CR-V,2019,45311,2000,3.6,500000,2024-01-31
Porsche,Cayenne,2021,33723,2500,4.4,3072291,2025-09-10
Nissan,GT-R R35,2016,104001,3500,3.2,955652,2024-09-25
Mitsubishi,Outlander,2020,42450,3000,3.6,500000,2023-11-15
Mitsubishi,Outlander,2020,39215,2500,4.2,595713,2024-12-08
Toyota,Prado,2022,19591,3000,5.3,1652457,2025-03-15
Mitsubishi,Pajero,2024,1173,2500,4.3,1418140,2024-11-18
Toyota,Land Cruiser 300,2022,26656,3500,4.2,3008915,2023-12-14
Nissan,GT-R R35,2017,56430,3800,2.9,1841576,2025-05-12
Lexus,NX,2020,46441,1500,4.3,2580648,2025-02-06
Subaru,Forester,2022,27750,1500,4.7,833254,2024-02-01
Toyota,Land Cruiser,2023,17003,3500,5.1,4700705,2024-07-29
Mazda,CX-9,2016,112160,3000,3.6,523105,2024-07-29
Lexus,LX 600,2023,13601,3500,5.2,6688140,2024-01-13
Toyota,Prado,2020,46260,3000,3.9,731330,2025-04-01
Subaru,WRX STI,2022,26228,2500,5.3,2403892,2024-01-10
Mazda,CX-9,2016,86248,2500,2.7,500000,2024-04-04
Honda,Accord,2019,41578,2000,3.9,500000,2025-03-27
Subaru,WRX STI,2018,86241,2000,3.3,749477,2024-10-31
Porsche,Macan,2024,1000,3000,5.2,9276959,2024-11-27
Honda,NSX,2022,24715,3500,4.3,1788487,2024-02-20
Subaru,Outback,2021,32337,2500,3.8,1451563,2025-09-10
Mazda,CX-5,2023,8271,2500,4.2,1741858,2025-01-15
Toyota,Prado,2019,42413,2500,3.6,820107,2024-02-23
Nissan,Patrol,2022,15238,3500,5.0,2228449,2024-01-04
Mitsubishi,Outlander,2022,28508,2500,5.0,1346217,2024-12-31
Porsche,911 Carrera,2024,1000,3500,4.9,8270483,2025-06-01
Toyota,Land Cruiser 300,2018,77613,3500,3.1,2100124,2025-08-09
Mitsubishi,Pajero,2017,101472,1500,2.9,500000,2024-12-10
Porsche,911 Carrera,2017,72007,3500,3.6,2218479,2024-12-08
Toyota,Land Cruiser 200,2021,42911,4500,3.6,2007789,2024-12-21
Toyota,Land Cruiser 200,2022,20762,3500,5.1,2520132,2024-03-07
Subaru,Forester,2020,31204,1500,4.1,1540865,2025-06-12
Mitsubishi,Outlander,2023,10559,2000,4.3,2049830,2024-02-01
Lexus,GX 460,2017,80534,2000,3.4,2542531,2023-12-26
Subaru,Forester,2022,20792,2500,4.5,1650163,2024-04-16
Porsche,Cayenne,2021,27849,2000,5.1,3845705,2025-09-06
Mazda,RX-7,2023,8742,2500,5.3,2616072,2023-10-22
Mitsubishi,Pajero,2023,4042,2000,5.5,1169195,2024-09-01
Porsche,Cayenne,2023,5690,2000,4.8,4063623,2025-02-20
Porsche,Cayenne,2024,2371,2500,4.7,9266124,2023-10-31
Nissan,X-Trail,2016,82250,2000,2.7,500000,2024-03-06
Toyota,Land Cruiser 300,2024,1000,3500,4.6,6140842,2024-12-20
Subaru,Forester,2021,24298,3000,4.3,1257801,2024-01-19
Porsche,Macan,2015,109421,3000,3.0,688027,2024-05-30
Mazda,RX-7,2018,52509,2000,3.7,1153830,2024-09-23
Toyota,Prado,2024,1000,2000,4.3,1654769,2024-03-12
Mazda,RX-7,2021,27228,2500,4.9,2478827,2024-03-23
Toyota,Land Cruiser 200,2024,1000,3500,4.0,4005059,2025-04-27
Lexus,GX 460,2015,119322,2500,2.7,1181071,2023-12-13
Honda,Accord,2024,1000,3000,4.2,765274,2024-04-29
Nissan,Patrol,2016,82794,3500,3.4,599357,2024-01-13
Porsche,Macan,2024,1000,2500,4.0,5393117,2024-02-21
Mazda,CX-5,2022,26663,2500,5.2,860518,2025-09-12
Subaru,WRX STI,2020,42341,2500,3.8,1314589,2025-06-20
Subaru,Forester,2022,31875,1500,4.3,1935911,2025-05-15
Subaru,Outback,2016,71346,2000,3.9,500000,2025-07-27
Honda,NSX,2021,31721,3000,4.3,1162516,2025-06-27
Honda,CR-V,2017,60039,2000,2.8,500000,2023-11-27
Mitsubishi,Outlander,2022,31375,2000,3.8,661222,2024-02-24
Porsche,Macan,2024,3100,2000,4.0,5340390,2025-05-20
Mitsubishi,Outlander,2022,28049,2500,5.3,749455,2024-09-28
Nissan,Patrol,2019,48040,3500,3.5,760264,2024-04-25
Mazda,CX-5,2020,53128,1500,4.2,1305618,2024-01-14
Nissan,X-Trail,2019,44030,3000,4.5,652349,2024-03-23
Subaru,WRX STI,2019,65633,2000,3.8,864397,2024-11-24
Honda,CR-V,2023,10899,2000,4.5,1285866,2024-12-04
Nissan,X-Trail,2021,39439,2500,3.8,1456100,2025-03-27
Mitsubishi,Lancer Evolution,2023,11563,2000,4.2,1144609,2023-12-16
Porsche,Macan,2022,23100,2500,4.7,4301728,2024-04-17
Mazda,RX-7,2022,26047,2000,5.2,1824727,2025-07-21
Porsche,Macan,2016,92955,2000,2.7,1668400,2024-02-19
Mitsubishi,Pajero,2020,33227,2000,3.8,965598,2024-06-03
Mitsubishi,Pajero,2021,30337,3000,3.9,977970,2025-01-30
Nissan,Patrol,2016,74620,4500,3.2,500000,2024-06-28
Honda,NSX,2020,40026,3000,3.7,1637542,2024-01-22
Nissan,GT-R R35,2023,15540,3800,4.2,5397871,2024-02-20
Mitsubishi,Outlander,2017,84607,2500,3.7,518996,2024-04-28
Mitsubishi,Pajero,2021,36768,1500,3.7,1578397,2024-12-29
Subaru,Outback,2024,1000,2000,5.0,2169577,2025-08-29
Toyota,Land Cruiser 200,2023,17725,3500,5.0,3719329,2024-01-29
Mitsubishi,Pajero,2022,25870,2500,4.5,1829430,2025-09-20
Toyota,Land Cruiser 200,2020,37818,4500,4.2,2451728,2024-11-20
Subaru,Forester,2023,10080,2500,5.1,1653859,2023-11-29
Mazda,RX-7,2019,59598,2500,4.3,1354766,2024-08-04
Toyota,Land Cruiser,2023,10071,3500,4.3,2437549,2023-11-09
Honda,Accord,2018,72821,2500,2.9,500000,2024-11-15
Honda,NSX,2020,39429,3500,4.4,997998,2025-08-07
Porsche,Macan,2019,66165,2500,3.9,1842108,2023-12-21
Subaru,WRX STI,2022,27532,2000,5.0,1579659,2024-09-15
Toyota,Prado,2019,78975,2500,3.7,1042628,2024-07-24
Mitsubishi,Lancer Evolution,2024,1000,2000,4.8,2788140,2025-05-21
Toyota,Land Cruiser 200,2021,45649,3500,4.2,3350357,2024-11-20
Subaru,WRX STI,2017,72190,2000,2.8,820647,2025-09-19
Mazda,CX-5,2020,44365,2000,4.1,500000,2024-06-13
Porsche,Cayenne,2019,74563,3000,3.3,3309422,2025-07-20
Honda,Accord,2022,27466,3000,4.8,1715406,2024-05-09
Honda,Accord,2016,106388,2500,3.3,500000,2025-03-31
Toyota,Land Cruiser,2024,1000,3500,5.2,4586638,2024-09-07
Mazda,RX-7,2015,134062,2000,2.6,500000,2023-10-26
Porsche,Macan,2015,72544,2500,2.8,1327996,2025-02-09
Porsche,Cayenne,2022,28918,2500,5.1,3640766,2024-07-21
Porsche,Cayenne,2021,30996,2500,3.7,5243148,2024-10-06
Toyota,Land Cruiser,2022,21521,4500,4.0,2628724,2025-10-01
Lexus,LX 570,2020,34835,4500,3.6,2969362,2024-12-08
Mitsubishi,Pajero,2018,55985,2000,3.0,566087,2024-12-11
Toyota,Land Cruiser,2020,47386,3500,3.6,2640233,2024-06-11
Honda,CR-V,2019,44557,1500,4.1,686800,2023-10-23
Honda,CR-V,2023,11886,2500,4.9,1235795,2023-11-05
Toyota,Land Cruiser 200,2017,58796,3500,3.3,1162525,2024-06-20
Mazda,CX-9,2017,55719,1500,3.1,500000,2024-10-03
Honda,Accord,2018,60515,2000,2.8,500000,2024-09-30
Toyota,Land Cruiser,2016,100688,4500,2.7,524768,2024-08-08
Subaru,Outback,2017,74159,1500,3.8,866059,2025-08-06
Subaru,Outback,2022,21221,2500,4.1,1942255,2025-04-13
Toyota,Prado,2022,21980,2000,4.6,2070412,2025-05-30
Toyota,Land Cruiser 200,2019,51527,4500,4.2,2644119,2024-01-04
Toyota,Land Cruiser 300,2017,81039,3500,3.2,2185054,2024-12-01
Nissan,Patrol,2023,5229,3500,4.7,2437223,2024-11-15
Honda,NSX,2021,35726,3500,3.6,1223993,2023-11-16
Lexus,LX 600,2024,1000,4500,4.8,5580089,2025-03-24
Nissan,GT-R R35,2022,14833,3500,4.9,6573801,2023-12-11
Lexus,GX 460,2016,112394,2500,3.5,1129540,2024-09-22
Toyota,Land Cruiser 200,2024,1385,3500,4.5,5178258,2023-12-19
Porsche,911 Carrera,2021,44262,3000,4.0,3584498,2024-04-09
Honda,CR-V,2023,8068,2000,5.4,1375370,2024-04-09
Mitsubishi,Lancer Evolution,2019,66499,2500,3.8,500000,2025-10-01
Lexus,LX 570,2020,37935,3500,3.8,2002218,2025-04-20
Mitsubishi,Pajero,2022,20532,2500,4.7,2188970,2024-08-10
Toyota,Prado,2022,15160,2500,4.1,1237522,2025-04-25
Subaru,WRX STI,2022,30213,2500,3.6,2100748,2024-02-28
Toyota,Land Cruiser,2022,25670,3500,4.5,2448059,2025-06-23
Porsche,Macan,2021,29200,2000,4.9,4402695,2024-10-20
Nissan,Patrol,2020,39757,4500,4.3,682539,2025-04-20
Lexus,NX,2022,25871,2000,5.5,7983579,2024-06-07
Mitsubishi,Pajero,2017,78278,2000,3.3,713535,2025-06-24
Toyota,Land Cruiser 200,2015,88255,3500,3.2,500000,2024-01-02
Mitsubishi,Outlander,2023,6650,2000,5.4,2825630,2023-10-13
Nissan,GT-R R35,2016,101886,3000,3.1,1401346,2025-03-17
Nissan,GT-R R35,2022,22254,3800,5.1,3649341,2025-09-28
Mitsubishi,Pajero,2021,35459,2000,4.4,1431440,2023-10-13
Porsche,911 Carrera,2015,77149,3000,2.8,592554,2025-01-22
Porsche,911 Carrera,2017,77741,3500,3.9,2767675,2024-05-15
Mazda,CX-9,2019,60650,2000,3.1,677070,2024-03-18
Mazda,CX-9,2020,50843,2500,3.6,1261570,2025-07-05
Subaru,WRX STI,2023,6616,2500,5.5,3883272,2024-10-09
Subaru,Outback,2018,52175,2000,2.8,500000,2024-08-23
Mitsubishi,Lancer Evolution,2021,44991,2000,3.9,1552774,2024-11-21
Lexus,GX 460,2022,22380,1500,5.1,6758991,2025-05-19
Lexus,GX 460,2020,45750,2000,3.6,4301311,2024-07-16
Mazda,CX-5,2022,21105,2000,4.8,1906310,2024-12-25
Nissan,Patrol,2021,36326,3500,4.3,1514161,2024-03-24
Nissan,GT-R R35,2018,81333,3500,3.7,3083403,2025-08-25
Toyota,Land Cruiser 300,2017,83360,3500,3.9,1550920,2024-01-06
Porsche,Macan,2020,36785,3000,3.8,4325610,2024-09-15
Lexus,LX 570,2019,70833,3500,3.6,2217530,2024-10-24
Porsche,Cayenne,2017,57043,2500,3.7,2105864,2023-11-15
Toyota,Land Cruiser,2022,23216,3500,5.2,3772892,2025-06-29
Subaru,Outback,2022,24556,2000,5.4,1134572,2025-06-07
Honda,NSX,2023,15367,3000,5.4,2176016,2025-05-02
Porsche,Cayenne,2018,64117,1500,3.0,1156755,2025-08-21
Porsche,Cayenne,2018,62510,3000,3.5,3210884,2024-05-05
Nissan,X-Trail,2021,42498,2500,4.2,1057666,2023-11-03
Lexus,LX 600,2024,1000,3500,5.0,6307373,2025-04-24
Porsche,Cayenne,2024,1000,2500,5.0,4678584,2023-12-23
Honda,NSX,2022,20288,3500,4.4,1857909,2024-02-11
Toyota,Land Cruiser 200,2022,17007,3500,5.3,4137143,2023-11-30
Subaru,Forester,2021,43774,3000,4.1,642677,2024-06-16
Toyota,Land Cruiser,2022,20939,3500,4.2,1758305,2024-02-03
Nissan,X-Trail,2019,36632,2500,4.3,718242,2024-09-03
Mitsubishi,Pajero,2024,1000,2000,4.1,2242954,2025-05-01
Porsche,Cayenne,2024,1000,2500,5.1,6959387,2025-04-15
Nissan,GT-R R35,2020,41556,3500,3.8,3562500,2024-06-14
Nissan,Patrol,2017,61995,4500,2.5,500000,2025-08-24
Mazda,RX-7,2018,57306,2000,3.9,666559,2025-02-04
Honda,CR-V,2022,19794,2000,4.4,1804419,2024-01-12
Lexus,GX 460,2021,34802,2000,4.3,5260768,2025-04-04
Lexus,LX 570,2019,59428,4500,4.4,3297257,2023-12-29
Honda,NSX,2023,13877,3500,4.2,2234614,2024-07-24
Porsche,Macan,2015,107805,1500,2.9,1325314,2025-03-07
Mitsubishi,Pajero,2020,42579,2000,4.2,1031141,2024-10-26
Toyota,Land Cruiser 300,2020,44045,3500,3.7,2498280,2024-09-07
Toyota,Prado,2018,81218,2500,3.9,1012115,2025-09-12
Nissan,X-Trail,2021,39726,2000,3.5,765159,2025-08-07
Mitsubishi,Lancer Evolution,2022,30141,2000,3.6,586260,2024-12-30
Mitsubishi,Pajero,2018,70230,2000,3.8,500000,2025-09-26
Mitsubishi,Pajero,2022,24735,2000,4.7,656069,2023-11-01
Porsche,911 Carrera,2017,75438,3500,3.7,2794094,2023-12-12
Mitsubishi,Lancer Evolution,2022,23515,2000,5.1,1451109,2025-10-03
Toyota,Prado,2016,90276,2000,2.7,500000,2025-06-03
Nissan,GT-R R35,2016,94849,3500,3.6,1926942,2024-06-11
Mazda,CX-9,2017,76278,2000,3.8,743613,2025-07-08
Mazda,CX-5,2016,60393,2500,2.6,500000,2025-01-06
Subaru,WRX STI,2023,10249,2000,5.5,3620757,2024-07-01
Porsche,Cayenne,2022,15588,2000,4.7,4947588,2025-09-14
Toyota,Land Cruiser 300,2022,25803,3500,4.4,6167978,2023-10-09
Mitsubishi,Pajero,2020,35242,1500,3.7,971511,2025-07-10
Subaru,WRX STI,2024,3646,2500,5.4,2401047,2023-10-14
Honda,CR-V,2024,1000,3000,4.9,1566832,2024-07-18
Honda,Accord,2024,1000,1500,4.1,2348123,2023-10-15
Mitsubishi,Lancer Evolution,2023,18321,2000,5.4,2038160,2024-06-23
Subaru,Outback,2024,1000,2500,4.8,2596603,2024-10-12
Toyota,Prado,2021,47480,2500,3.8,569261,2024-08-04
Lexus,NX,2019,37280,2500,3.8,3982710,2025-05-09
Mazda,RX-7,2016,91677,2000,2.9,500000,2024-08-26
Honda,NSX,2021,39971,3000,4.5,2215307,2024-06-18
Honda,Accord,2023,15858,1500,4.8,1735043,2024-06-30
Toyota,Land Cruiser 200,2017,68105,3500,3.5,738205,2025-03-09
Toyota,Land Cruiser 200,2021,27658,4500,4.3,2460565,2024-12-25
Subaru,WRX STI,2022,24768,2000,4.5,2284180,2024-10-25
Honda,CR-V,2023,11576,1500,4.8,2274622,2025-08-06
Mazda,CX-9,2018,55835,2500,3.7,722115,2023-10-19
Subaru,WRX STI,2022,18377,2000,5.0,3264244,2025-09-28
Subaru,Forester,2023,9283,2000,4.6,1447917,2025-05-19
Porsche,Macan,2024,1000,2000,5.0,5725956,2024-11-19
Lexus,NX,2023,12903,2000,4.6,6992323,2025-02-17
Toyota,Land Cruiser,2022,31483,4500,4.2,3932402,2025-08-11
Lexus,GX 460,2015,78456,3000,3.7,1170499,2023-11-15
Nissan,X-Trail,2020,34346,2000,3.7,976907,2025-01-18
Subaru,Outback,2022,25401,2500,4.5,759555,2023-12-31
Mazda,CX-5,2024,1000,2000,5.1,1061103,2025-06-08
Subaru,WRX STI,2023,4458,2000,4.8,1956088,2025-04-23
Mazda,CX-9,2024,3096,2500,5.3,2852361,2025-05-30
Mazda,RX-7,2024,1000,2500,5.0,1805615,2024-10-22
Mitsubishi,Pajero,2018,76780,2500,3.9,814233,2025-01-03
Toyota,Land Cruiser 300,2020,39257,3500,3.5,2494946,2023-11-11
Toyota,Land Cruiser,2023,16374,4500,4.4,3571010,2024-06-08
Nissan,GT-R R35,2015,96986,3800,2.9,1261379,2025-03-12
Subaru,WRX STI,2016,82424,2500,3.0,500000,2025-02-01
Honda,CR-V,2021,32867,2000,3.8,902969,2023-10-17
Subaru,Outback,2021,29384,2000,5.0,1058723,2025-04-04
Toyota,Prado,2020,35686,3000,4.0,1112855,2024-05-14
Toyota,Land Cruiser,2022,22781,3500,5.1,3689559,2023-12-05
Toyota,Land Cruiser 200,2020,50184,3500,4.4,1473933,2023-10-17
Porsche,911 Carrera,2022,21350,3500,4.8,7127747,2024-10-19
Mazda,RX-7,2021,25996,2000,4.1,1005085,2025-05-02
Honda,NSX,2020,37527,3000,3.8,998909,2024-01-27
Lexus,GX 460,2021,27512,2000,4.9,3765045,2024-01-10
Honda,NSX,2021,44405,3800,3.6,1351176,2023-10-09
Subaru,Forester,2015,128967,2000,3.3,500000,2024-11-22
Mazda,CX-9,2015,91103,3000,3.4,500000,2024-10-11
Honda,CR-V,2018,61780,2000,2.7,500000,2025-05-01
Mazda,CX-5,2015,115957,2500,3.4,500000,2023-11-19
Toyota,Land Cruiser 300,2021,32385,4500,3.7,4635261,2024-03-20
Mazda,CX-5,2024,1000,2000,4.4,1595783,2025-06-10
Mitsubishi,Outlander,2020,43636,2500,3.6,500000,2023-12-07
Honda,CR-V,2024,1000,2500,4.3,1870718,2025-08-24
Mitsubishi,Outlander,2021,33308,2000,4.1,671071,2025-09-28
Toyota,Land Cruiser 300,2023,14239,4500,4.2,7198632,2023-12-02
Subaru,WRX STI,2019,66861,2000,3.7,926781,2023-12-24
Toyota,Land Cruiser 200,2021,36031,3500,4.4,2404571,2024-06-20
Mitsubishi,Lancer Evolution,2021,47623,2000,3.9,1554797,2024-12-11
Lexus,LX 570,2024,1000,3500,4.5,6010093,2024-06-16
Nissan,Patrol,2024,4353,3500,5.2,2025046,2024-03-06
Lexus,NX,2021,27293,2500,4.8,4466257,2024-09-23
Toyota,Land Cruiser 200,2023,16153,3500,4.9,3810148,2024-12-26
Toyota,Land Cruiser,2018,73563,4500,3.0,1502673,2024-03-06
Subaru,Outback,2022,20521,2500,5.2,1425743,2025-08-31
Mazda,CX-5,2018,71077,1500,2.7,500000,2024-09-14
Nissan,GT-R R35,2021,30751,3000,4.2,4759551,2024-12-01
Toyota,Land Cruiser 200,2022,30969,3500,4.3,3109503,2024-04-01
Lexus,LX 570,2024,3088,3500,5.2,9226083,2025-01-31
Honda,Accord,2023,11614,2000,5.4,1976688,2024-07-03
Nissan,Patrol,2017,67702,4500,2.8,500000,2025-09-28
Honda,NSX,2023,14243,3500,5.3,3741337,2024-09-02
Lexus,NX,2015,97616,1500,3.8,1126248,2024-05-17
Mazda,RX-7,2018,68386,2500,3.7,1344153,2025-01-18
Lexus,LX 570,2015,124472,3500,4.0,1729413,2025-04-19
Mazda,CX-5,2017,84119,2500,2.6,500000,2024-04-18
Subaru,Forester,2020,39253,2000,3.9,1374007,2025-04-04
Mitsubishi,Outlander,2019,54431,2500,3.8,1080422,2024-04-17
Mitsubishi,Lancer Evolution,2023,10526,2500,5.0,2635767,2025-09-08
Honda,CR-V,2022,23724,3000,5.1,2150264,2024-02-09
Honda,CR-V,2022,29932,2000,4.6,2135951,2024-03-21
Nissan,GT-R R35,2015,106594,3000,2.9,1113373,2025-05-26
Subaru,WRX STI,2021,25734,2000,4.8,1841518,2025-03-07
Nissan,X-Trail,2019,68896,3000,3.3,500000,2025-02-07
Nissan,GT-R R35,2022,24423,3800,4.1,6481362,2025-05-21
Mazda,CX-9,2018,54570,2000,2.7,571386,2024-05-08
Subaru,WRX STI,2016,88136,2000,2.8,500000,2024-02-01
Subaru,WRX STI,2015,103949,2500,3.0,500000,2024-11-09
Honda,NSX,2022,20130,3000,5.0,3040026,2025-09-29
Toyota,Land Cruiser 300,2024,1000,3500,5.2,10111550,2024-06-16
Toyota,Land Cruiser 200,2020,57185,4500,4.3,1739088,2025-07-06
Mazda,CX-5,2023,8022,1500,5.4,2572158,2025-03-09
Honda,CR-V,2022,31301,1500,4.2,1981738,2025-09-27
Porsche,Cayenne,2016,89844,2500,3.5,1918125,2024-07-26
Mitsubishi,Lancer Evolution,2017,61469,2500,3.7,500000,2025-05-11
Mitsubishi,Lancer Evolution,2021,35995,2000,3.8,742239,2025-01-28
Toyota,Land Cruiser,2023,4832,3500,4.1,1910318,2025-01-04
Toyota,Land Cruiser,2017,65456,3500,2.6,906879,2024-10-06
Mitsubishi,Pajero,2022,23199,2500,5.0,2257268,2025-09-10
Honda,CR-V,2022,24228,1500,4.7,1560880,2025-02-14
Mazda,CX-9,2022,25895,1500,4.8,735771,2024-02-03
Mitsubishi,Outlander,2023,12588,3000,4.8,1820467,2024-07-18
Porsche,911 Carrera,2022,22217,3500,5.3,5531125,2025-08-23
Honda,CR-V,2017,75919,2500,3.0,500000,2024-05-26
Porsche,Macan,2023,10495,2500,5.1,4997951,2023-10-08
Porsche,Macan,2024,1000,2000,4.9,6952865,2024-06-25
Mazda,RX-7,2024,3332,2000,4.1,3028945,2023-10-26
Subaru,Outback,2017,89320,2000,3.8,609935,2025-10-04
Mazda,RX-7,2020,36539,2000,3.9,1153760,2024-01-11
Lexus,LX 570,2024,4748,3500,5.2,4251291,2024-04-19
Lexus,LX 570,2023,15388,3500,4.6,6556207,2025-02-10
Toyota,Land Cruiser 300,2019,65399,3500,2.9,1721279,2024-04-02
Subaru,Outback,2015,84160,2000,3.3,500000,2025-04-19
Honda,CR-V,2021,41721,1500,3.6,1353966,2024-02-22
Mazda,RX-7,2020,40750,2500,3.9,1441533,2024-07-29
Toyota,Land Cruiser,2020,50167,3500,4.2,2641114,2024-01-13
Lexus,LX 570,2023,10561,3500,5.4,7740452,2023-12-22
Mazda,CX-5,2021,42442,2000,3.6,500000,2024-06-18
Honda,NSX,2024,2534,3500,5.1,3168256,2025-07-05
Toyota,Land Cruiser 300,2021,42830,3500,3.6,2902144,2024-07-30
Toyota,Prado,2020,40467,2500,3.5,1186405,2024-05-07
Honda,Accord,2020,43092,2000,3.9,1217433,2025-02-11
